category,name,label,label2,address,postal_code,country,latitude,longitude
EDUCATION (PRIMARY),PIONEER PRIMARY SCHOOL,PRIMARY,NA,23 JURONG WEST STREET 81,649076,Singapore,1.34866,103.69558
EDUCATION (PRIMARY),PRINCESS ELIZABETH PRIMARY SCHOOL,PRIMARY,NA,30 BUKIT BATOK WEST AVENUE 3,659163,Singapore,1.34948,103.74102
EDUCATION (PRIMARY),PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,NA,52 Sumang Walk,828674,Singapore,1.41223,103.89858
EDUCATION (PRIMARY),PUNGGOL GREEN PRIMARY SCHOOL,PRIMARY,NA,98 Punggol Walk,828772,Singapore,1.40185,103.89885
EDUCATION (PRIMARY),PUNGGOL PRIMARY SCHOOL,PRIMARY,NA,61 HOUGANG AVENUE 8,538787,Singapore,1.3772,103.8948
EDUCATION (PRIMARY),PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,NA,9 Punggol Place,828845,Singapore,1.4053,103.90518
EDUCATION (PRIMARY),QIFA PRIMARY SCHOOL,PRIMARY,NA,50 WEST COAST AVENUE,128104,Singapore,1.31262,103.75689
EDUCATION (PRIMARY),QIHUA PRIMARY SCHOOL,PRIMARY,NA,5 WOODLANDS STREET 81,738525,Singapore,1.44235,103.78895
EDUCATION (PRIMARY),QUEENSTOWN PRIMARY SCHOOL,PRIMARY,NA,310 MARGARET DR,149303,Singapore,1.29685,103.80789
EDUCATION (PRIMARY),RADIN MAS PRIMARY SCHOOL,PRIMARY,NA,1 BUKIT PURMEI AVENUE,99840,Singapore,1.27507,103.82388
EDUCATION (PRIMARY),RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,NA,21 Hillcrest Road,289072,Singapore,1.33026,103.80679
EDUCATION (PRIMARY),RED SWASTIKA SCHOOL,PRIMARY,NA,350 BEDOK NORTH AVENUE 3,469719,Singapore,1.33327,103.93461
EDUCATION (PRIMARY),RIVERSIDE PRIMARY SCHOOL,PRIMARY,NA,110 Woodlands Crescent,737803,Singapore,1.4472,103.80179
EDUCATION (PRIMARY),RIVERVALE PRIMARY SCHOOL,PRIMARY,NA,80 RIVERVALE DRIVE,545092,Singapore,1.39329,103.90444
EDUCATION (PRIMARY),RIVER VALLEY PRIMARY SCHOOL,PRIMARY,NA,2 RIVER VALLEY GREEN,237993,Singapore,1.29388,103.83639
EDUCATION (PRIMARY),ROSYTH SCHOOL,PRIMARY,NA,21 Serangoon North Avenue 4,555855,Singapore,1.37286,103.87479
EDUCATION (PRIMARY),RULANG PRIMARY SCHOOL,PRIMARY,NA,6 JURONG WEST STREET 52,649295,Singapore,1.34694,103.71896
EDUCATION (PRIMARY),SEMBAWANG PRIMARY SCHOOL,PRIMARY,NA,10 SEMBAWANG DRIVE,757715,Singapore,1.44537,103.82105
EDUCATION (PRIMARY),SENGKANG GREEN PRIMARY SCHOOL,PRIMARY,NA,15 Fernvale Road,797636,Singapore,1.39253,103.87512
EDUCATION (PRIMARY),SENG KANG PRIMARY SCHOOL,PRIMARY,NA,21 COMPASSVALE WALK,545166,Singapore,1.38942,103.89981
EDUCATION (PRIMARY),SHUQUN PRIMARY SCHOOL,PRIMARY,NA,8 JURONG WEST STREET 51,649332,Singapore,1.34718,103.72154
EDUCATION (PRIMARY),SI LING PRIMARY SCHOOL,PRIMARY,NA,61 WOODLANDS AVENUE 1,739067,Singapore,1.43269,103.78577
EDUCATION (PRIMARY),SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,PRIMARY,NA,190 DUNEARN ROAD,309437,Singapore,1.32068,103.82859
EDUCATION (PRIMARY),SINGAPORE CHINESE GIRLS' SCHOOL,PRIMARY,SECONDARY,190 DUNEARN ROAD,309437,Singapore,1.32068,103.82859
EDUCATION (PRIMARY),SOUTH VIEW PRIMARY SCHOOL,PRIMARY,NA,6 Choa Chu Kang Central,689762,Singapore,1.38132,103.74715
EDUCATION (PRIMARY),SPRINGDALE PRIMARY SCHOOL,PRIMARY,NA,71 Anchorvale Link,544799,Singapore,1.39512,103.89011
EDUCATION (PRIMARY),STAMFORD PRIMARY SCHOOL,PRIMARY,NA,1 VICTORIA LANE,198423,Singapore,1.30395,103.85708
EDUCATION (PRIMARY),ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,PRIMARY,NA,1602 BEDOK NORTH AVE 4,469701,Singapore,1.33429,103.94109
EDUCATION (PRIMARY),ST. ANTHONY'S PRIMARY SCHOOL,PRIMARY,NA,30 Bukit Batok St 32,659401,Singapore,1.36449,103.74923
EDUCATION (PRIMARY),ST. GABRIEL'S PRIMARY SCHOOL,PRIMARY,NA,220 Lorong Chuan,556742,Singapore,1.34935,103.8623
EDUCATION (PRIMARY),ST. HILDA'S PRIMARY SCHOOL,PRIMARY,NA,2 Tampines Ave 3,529706,Singapore,1.34969,103.93611
EDUCATION (PRIMARY),ST. MARGARET'S PRIMARY SCHOOL,PRIMARY,NA,99 WILKIE ROAD,228091,Singapore,1.30444,103.84585
EDUCATION (PRIMARY),TAMPINES NORTH PRIMARY SCHOOL,PRIMARY,NA,30 TAMPINES AVENUE 9,529565,Singapore,1.3603,103.94858
EDUCATION (PRIMARY),TAMPINES PRIMARY SCHOOL,PRIMARY,NA,250 TAMPINES STREET 12,529426,Singapore,1.34997,103.94413
EDUCATION (PRIMARY),TANJONG KATONG PRIMARY SCHOOL,PRIMARY,NA,10 SERAYA ROAD,437259,Singapore,1.30533,103.90049
EDUCATION (PRIMARY),TAO NAN SCHOOL,PRIMARY,NA,49 MARINE CRESCENT,449761,Singapore,1.30491,103.91143
EDUCATION (PRIMARY),TECK GHEE PRIMARY SCHOOL,PRIMARY,NA,1 ANG MO KIO STREET 32,569299,Singapore,1.3654,103.85052
EDUCATION (PRIMARY),TECK WHYE PRIMARY SCHOOL,PRIMARY,NA,11 TECK WHYE WALK,688261,Singapore,1.38376,103.75372
