category,name,label,label2,address,postal_code,country,latitude,longitude
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Marsiling Blk 32 (KN),ELEMENTARY,KINDERGARTEN,32 Marsiling Drive Blk 3 #01-343 S(730032),730032,Singapore,1.443376095,103.7729181
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Marymount Blk 231 (DS),ELEMENTARY,KINDERGARTEN,231 Bishan Street 23  #01-21 S(570231),570231,Singapore,1.357291221,103.8458457
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Moulmein-Cairnhill Blk 10 (DS),ELEMENTARY,KINDERGARTEN,10 Gloucester Road Blk 52 #01-33 S(210010),210010,Singapore,1.313916584,103.8522098
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Mountbatten Blk 51 (KN),ELEMENTARY,KINDERGARTEN,51 Old Airport Road  #02-01 S(390051),390051,Singapore,1.308109813,103.8857317
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Nanyang Blk 934 (KN),ELEMENTARY,KINDERGARTEN,934 Jurong West Street 91  #01-329 S(640934),640934,Singapore,1.342237942,103.6887377
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Nee Soon Central Blk 646 (DS),ELEMENTARY,KINDERGARTEN,646 Yishun Street 61 Blk 644 #01-354 S(760646),760646,Singapore,1.422112023,103.8374914
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Nee Soon Central Blk 671 (DS),ELEMENTARY,KINDERGARTEN,671 Yishun Avenue 4  #01-01 S(760671),760671,Singapore,1.419191163,103.8415813
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Nee Soon Central Blk 737 (KN),ELEMENTARY,KINDERGARTEN,737 Yishun Street 72  #01-99 S(760737),760737,Singapore,1.42897509,103.8324446
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Nee Soon East Blk 223 (KN),ELEMENTARY,KINDERGARTEN,223 Yishun St 21 Blk 225 #01-520 S(760223),760223,Singapore,1.434367266,103.8356027
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Nee Soon Link Blk 408 (KN),ELEMENTARY,KINDERGARTEN,408 Yishun Avenue 6  #01-1264 S(760408),760408,Singapore,1.426253597,103.8484275
EDUCATION (ELEMENTARY),PCF Sparkletots Preschool @ Nee Soon South Blk 875 (DS),ELEMENTARY,KINDERGARTEN,875 Yishun St 81 Blk 874 #01-175 S(760875),760875,Singapore,1.414763208,103.836287
